Index,MaxTheoreticalCapacity/mAhg,V_AI/Volt,V_DFT/Volt,SMILES
179,243.65973741518005,3.0153446,3.269819278209144,BrC1=CN=C2C3=CC(=O)NN=NN3N=C2C1=O
180,522.0894177630804,3.1549883,2.9544256933508053,CCC(N)=NC1=C(C(C)N)S(=O)(=O)N=NS1
181,325.9064946224077,2.9590936,2.9757920580662782,BrC1=NC2=C(C=CC=C2)C2=NC=NC(=O)N=C12
182,387.7583517078356,2.9104066,3.5194602822973997,BrC1=NOC2=C3C(Br)=NC=NC3=NC(=N)C2=N1
183,587.6087799532718,2.927704,2.9825462321320146,CC(O)(C(=O)C(=O)C#N)C1=NOC(=O)C(Cl)=N1
184,223.2176608751918,3.1318483,2.956494493243956,CC1=C2OC(=N)C(=C2)N=CN=COC(N)=N1
185,455.8002933702654,3.071145,3.6394154874185696,BrC1=NC(=N)C2=NN3C(=NON=NC3=O)C2=C1
186,452.6925771851302,2.9549553,3.157955802277726,CC1=CC(=O)C2=CN=C(O)C(=O)C2=NC(=O)S1
187,618.5067974660791,2.9356418,3.1769255941895262,CC1=NC(Cl)=NC(=N1)C1=NSC(=O)N=N1
188,647.2508401759345,2.9869678,2.96988888549415,CC1=NC2=C(NC(=N)C(O)=N1)C(=O)C(=N2)C#N
189,170.13665626844946,2.99395,2.966852970899198,CC1=CC2=C3C1=C(Br)C(=O)C=C3C=C(O)C2=O
190,347.4595420884684,2.997091,3.4844117831706387,ClC1=C2SC(=N)N=C2C2=C3N(N=N2)C(=O)N=C13
191,389.7015531546872,3.0678344,2.967332141662301,BrC1=NC2=CN3C(=N)N=CC3=NC(=O)N2N=N1
192,373.42793464793294,3.0039427,3.197629413672823,CC(=O)C1=C(O)C(=O)C=C2SC(=O)NC2=C1C
193,504.0511400162474,2.948099,3.110677063293799,CC1=CC=NC(=O)N=C2N=NSC(S1)=CC2=O
194,560.365981234306,3.4091048,3.403680502428157,c1nc2nccnc3nnocc(n3)sc1[nH]2
195,717.5981321643497,3.1529949,3.3872244033122105,CC1=NC(=N)C2=NC(=O)C(=N)C(=O)C(=O)C2=N1
196,489.1151101726461,3.2347965,3.4336415698186262,CC1=C2N=CC3=NC(=O)N=C3C2=NC(=N)C1=O
197,489.1210014915257,3.0548599,4.5306419979895844,CC1=CN=CC(=O)C(=C1)C1=NC(=O)C(=O)C1=N
198,320.08936621501863,3.130612,3.190168588611665,CC1=C(Br)C(=O)C(=O)C2=C1C(N)=C(C=O)C2=O
199,524.4215078619496,3.4227228,3.9641002864255372,BrC1=NC(=O)C2=NC(=O)C3=C(C(=O)C=N3)C2=N1
200,600.253461929784,2.900709,4.155468902950987,CC1=CC=NC(=O)C(=NO)C2=NC(C=N2)=N1
201,389.7127729044724,3.0553849,2.966822048925479,CC1=C(Br)C(=O)C2=NC(C=O)=NC(=O)C=C2O1
202,419.4740840764362,2.9049766,3.3283955640549743,CC1=C(Cl)OC2=C(O1)C1=NC(=O)SC1=NC2=O
203,529.0283154451022,2.9088163,3.089209303256859,CC1=NC2=CC(=O)C(=O)SN=C2C(C#N)=C1F
204,576.5324082459464,2.9028687,4.414202045974747,CC1=NC=C2C(=O)N=C(C=NC2=CC1=O)C#N
205,540.3259163475431,3.1696093,3.650487471664204,BrC1=NC2=NSC=C(C#N)C3=C2C(SC3=O)=N1
206,636.3002027872697,3.0516806,3.3520936852970036,CC(C#N)C1=NC(=O)C2=NC(=O)C(=O)C(F)=C12
207,609.2915727457219,2.922991,3.6895910640346945,CC1=NC2=NC(C#N)=C3ON=NC(=O)C(S1)=C23
208,556.6292081911722,2.9739153,3.024970125363696,CC(=O)C1=NC(O)=NNC2=NC(=O)C(=O)N=C12
209,523.8881995318193,2.9152367,5.273018564709639,CC1=CC(=O)C=C2N=NOC(=O)C2=CS1(=O)=O
210,455.7605622190417,3.094033,2.9479227303668756,CC(C)(CC#C)C#CCC1=NS(=O)(=O)ON=N1
211,581.5606139973892,3.0820382,2.9396922118385187,BrC1=NC(=O)N(N=N1)C1=NC=NN1C(=O)C#N
212,568.3974314474467,3.0174024,3.1597314426854397,CCNC1=NN=C2C(=O)C(=O)N=C(C#N)C2=N1
213,594.433320813835,3.315277,3.633836588084098,BrC1=NC(=O)C(=O)C2=C(C#N)C(=N)C(C#N)=C12
214,404.4861241677282,3.0701592,3.7300430701944802,CC1=CC2=C3C(=NC2=N)N=C(C=O)N=C3C1=O
215,407.55537230094177,3.157134,3.691196082265321,CC1=C2C=C(C=O)N=C3N=C(C#N)C(C1=O)=C23
216,500.0377459955429,2.911236,3.842906212787869,CC1=NC(=O)C2=CC(=CC(=N)N=CC2=C1)C#N
217,572.4427439974139,3.0297518,2.9152393307647873,CC1=NC(=O)C2=CC(=O)C=NC=C2C(C=O)=N1
218,210.08495620436693,3.2127821,3.866230226093886,CCC1=NC2=CN=CC(O2)=CNC(=O)N=C1O
219,458.8704156575405,2.9544013,2.9306193691655773,CC1=NC2=C(C1=N)C(=NO)C1=C2SC(=O)N=C1
220,458.3979707166777,3.1545994,3.4772256603053866,CC1=NON=C2C(=NC(=O)C(Br)=C2C#N)C1=O
221,622.7828359950083,2.9285085,3.494608603638317,ClC1=NON=C2C(C=O)=NC(=C12)S(=O)(=O)C#N
222,455.7605622190417,3.069837,3.2793650592935566,CC(=O)C1=C2C=NC=C2C2=C1SC(=O)N=NO2
223,401.3457328800681,2.904488,3.4234854273276096,BrC1=NC2=NC3=C(C(=CC3=N)C#C)C2=NC1=N
224,568.4040614420259,3.1219535,2.9016450483259586,CC1=NC(=N)C(=O)N=CC(=N1)C(=O)C(=O)C#C
225,458.8652305191733,2.9141428,4.2639976477695365,CC1=CC2=NSC(=N)C2=C2NN=NC(=O)N=C12
226,455.8002933702654,2.9023345,3.204777663126462,BrC1=NN2C(=NNN=NC2=O)C2=C1C=NC2=O
