index,45M_index,dielectric,homo,lumo,oxidation,reduction,ip,ea,deo,der,oxidation_solv,reduction_solv,ip_solv,ea_solv,deo_solv,der_solv,redox_stable
1212,12107549,2.796215073258774,-0.25579,-0.14498,8.218041660909275,2.9061688123549474,8.262695568310997,2.9030667127504053,8.311975413710321,2.8567529099528737,6.005112243702079,4.3788999309641055,6.0497661511038014,4.375797831359563,6.099045996503126,4.329484028562032,yes
1213,12122402,3.1923593903899685,-0.26617,-0.14658,8.464686742912765,2.900309191110435,8.52313683011059,2.8814244795117108,8.56798121731183,2.83916517531013,6.067666789633097,4.151462804783002,6.126116876830922,4.132578093184277,6.170961264032164,4.090318788982696,yes
1214,12124869,2.4656444820912244,-0.23938,-0.11123,7.680848678576991,2.5063974817230616,7.73018294677927,2.5155677235246574,7.8032727671772575,2.484737207325157,5.864297983481784,4.17235988104818,5.913632251684063,4.181530122849776,5.98672207208205,4.150699606650276,yes
1215,12124973,2.4307020624243747,-0.25694,-0.13323,8.15311158696887,2.2650945961987072,8.210963023371303,2.25129841639951,8.240895563369977,2.180548776398708,6.2189341186779314,3.9768322847119832,6.276785555080362,3.963036104912786,6.306718095079036,3.892286464911984,yes
1216,12125393,2.6083160381945323,-0.2579,-0.15517,6.146535957643788,2.837880715595705,6.210020153844372,2.833118720598447,6.219897892044182,2.778750343396503,4.022408740205641,4.257934618303879,4.085892936406225,4.253172623306621,4.095770674606035,4.198804246104676,yes
1217,12126001,3.0101014620262028,-0.24298,-0.12503,7.910290169264747,2.2056873480029617,7.94563777786831,2.1907210780005317,7.978998954267608,2.129685907803045,5.832474115124589,3.6253123174138913,5.867821723728153,3.610346047411461,5.90118290012745,3.5493108772139745,yes
1218,12126156,3.2948331576836782,-0.28434,-0.15152,9.055612961160309,2.6929149753453143,9.1209475325655,2.6842617501486,9.199615689961778,2.622627929146438,6.959637460855353,4.195506986342909,7.024972032260546,4.186853761146194,7.103640189656823,4.125219940144032,yes
1219,12128990,2.8800014107631964,-0.24766,-0.1705,8.1223718752037,3.233594064569058,8.150780576806222,3.211661676168748,8.20025090201125,3.1836067227622404,6.212131050978367,4.555919530326891,6.240539752580888,4.5339871419265805,6.290010077785918,4.505932188520074,yes
1220,12130426,2.4389744182303934,-0.24878,-0.14369,8.050720340570976,2.6544028441991987,8.112735121172175,2.651572858600157,8.154450197372038,2.612197962800574,5.967326820197401,4.087838007277521,6.029341600798601,4.08500802167848,6.071056676998461,4.045633125878897,yes
1221,12131619,2.5022499125260005,-0.29033,-0.17531,9.31702662233844,3.196116374780829,9.352945670337467,3.1630001009809123,9.420974170335858,3.125910962781746,6.964487239841108,4.524065538940541,7.000406287840135,4.4909492651406255,7.068434787838526,4.453860126941459,yes
