index,45M_index,dielectric,homo,lumo,oxidation,reduction,ip,ea,deo,der,oxidation_solv,reduction_solv,ip_solv,ea_solv,deo_solv,der_solv,redox_stable
21,151853,3.3768438913395573,-0.23987,-0.11442,7.278470985639132,1.9517319506111532,7.300920390635043,1.8934995546096844,7.327505928439074,1.8678119930064807,5.32818695362287,3.371844575518232,5.3506363586187815,3.313612179516763,5.377221896422812,3.287924617913559,yes
22,152334,2.6167102133912694,-0.25306,-0.14152,8.212427187173436,2.4356687400791888,8.254577645769103,2.426008693081923,8.288836798372321,2.375558757479366,6.123408553404676,3.802690018790864,6.165559012000345,3.793029971793598,6.199818164603562,3.7425800361910415,yes
23,154892,3.321314305392532,-0.24724,-0.14543,6.489385202814388,4.387274375367858,6.528324716211976,4.361124219968916,6.553495261213392,4.346157949969579,4.33467136495569,5.801961781826191,4.373610878353278,5.775811626427249,4.398781423354694,5.760845356427912,yes
24,160331,2.9245257883395976,-0.22817,-0.10354,7.425004102519996,1.5311043880328323,7.404269015722851,1.5181789730314366,7.410092255320523,1.4528716130292685,5.547466483042818,2.947636536927484,5.526731396245672,2.9347111219260884,5.532554635843344,2.8694037619239205,yes
25,162179,2.9113358663501305,-0.24862,-0.15952,7.916564437820997,3.004406320178779,7.985191588620971,2.97553502478052,7.988647436421527,2.945738541778409,5.845068312966009,4.60137399710822,5.913695463765983,4.57250270170996,5.917151311566538,4.54270621870785,yes
26,164062,2.6602683937915987,-0.24306,-0.1506,7.947310027245188,2.83351581655409,7.981732448241806,2.84393778275562,8.031284407643536,2.795828027556435,5.7599194341209365,4.31462249523807,5.794341855117556,4.3250444614396,5.843893814519285,4.276934706240415,yes
27,164867,2.558501980787374,-0.26426,-0.13678,8.280585077377834,2.391028764918513,8.301565066777457,2.3749468275189,8.36009678817817,2.328388122118893,6.20622527920801,3.819072669375007,6.227205268607632,3.802990731975393,6.2857369900083455,3.7564320265753866,yes
28,165040,2.496877122050689,-0.26812,-0.14921,8.583578438046352,2.8883031676748336,8.631252810843542,2.8498806708790334,8.68270956824665,2.804165518876897,6.499695683904277,4.207934976953684,6.5473700567014665,4.169512480157884,6.598826814104575,4.123797328155748,yes
29,165428,3.3106391465636524,-0.20744,-0.09856,6.45467387837969,1.9227999737829733,6.599166412379924,1.8278321877814447,6.566648789378497,1.7913961231837232,4.686565815543145,3.411926695595625,4.831058349543378,3.316958909594097,4.798540726541951,3.280522844996375,yes
30,228895,3.5250195648936784,-0.2331,-0.11891,7.747485152195881,2.267375972763651,7.779540181398477,2.2627772461628872,7.820493338397168,2.203728508163479,5.659421665774895,3.810880378080717,5.69147669497749,3.806281651479953,5.732429851976182,3.747232913480545,yes
31,402884,2.9818586458920198,-0.23718,-0.09973,7.299540500538432,3.1665212289326656,7.367596211936755,3.062655315138135,7.3967940441403774,3.0301104807336827,5.4739744781462365,4.833511729364649,5.542030189544558,4.729645815570118,5.571228021748181,4.697100981165666,no
32,413018,3.451533320715046,-0.26426,-0.17331,7.496528451077739,3.306912460725849,7.611251713472701,3.29466733072583,7.659089354675665,3.267673621925924,5.456996197237278,4.690834739971049,5.57171945963224,4.678589609971029,5.619557100835204,4.651595901171123,no
33,415597,2.507674535707896,-0.2481,-0.17243,8.074193275169774,3.366587060926771,8.112915097361725,3.3612536265278625,8.145459931766178,3.322613438526425,5.940614069097995,4.71489125026367,5.979335891289946,4.709557815864761,6.011880725694399,4.670917627863323,yes
34,417452,2.2275873829562283,-0.28117,-0.13059,6.752476528433324,4.335735221853814,7.052645481833396,4.012953595052054,7.110687398032253,3.920053875451492,5.218492357946349,5.6479587274743,5.518661311346422,5.32517710067254,5.576703227545279,5.232277381071977,no
35,435929,3.034850796462456,-0.25053,-0.16647,8.287639660042018,3.1031358373200257,8.345735999040736,3.0706726371215547,8.370770487042495,3.0232159555207216,6.013283881542543,4.380940459425606,6.071380220541263,4.348477259227135,6.096414708543022,4.301020577626302,yes
36,437679,3.5297404825698635,-0.2453,-0.15573,5.061901907622416,6.014503632545315,5.1736591274155845,5.927889746350537,5.16944136042314,5.945332253740529,3.097479376401823,7.564338443534033,3.209236596194992,7.477724557339255,3.2050188292025465,7.495167064729246,no
